,,booking_id.jan,amount.jan,room_night.jan,booking_id.feb,amount.feb,room_night.feb,booking_id.march,amount.march,room_night.feb
1214,180438,,,,2.0,5653.0,,1.0,3479.0,
1215,181737,,,,1.0,4212.0,,,,
1216,182292,,,,1.0,1888.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1217,182491,,,,2.0,6953.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1218,182573,,,,1.0,1921.0,,,,
1219,182602,,,,1.0,8034.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1220,182782,,,,1.0,5639.0,,,,
1221,182807,,,,1.0,2990.0,,,,
1222,182991,,,,1.0,2657.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1223,183032,,,,3.0,7932.0,1 days 00:00:00.000000000,2.0,5398.0,1 days 00:00:00.000000000
1224,183381,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1225,183794,,,,1.0,10137.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1226,184192,,,,1.0,2794.0,,,,
1227,184274,,,,1.0,3419.0,,,,
1228,184545,,,,1.0,8186.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1229,184770,,,,1.0,3444.0,,,,
1230,184876,,,,1.0,2014.0,,,,
1231,184959,,,,1.0,2274.0,,,,
1232,185319,,,,1.0,3588.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1233,185526,,,,2.0,4784.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1234,186259,,,,1.0,7363.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1235,186499,,,,1.0,3444.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1236,186656,,,,1.0,5847.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1237,186686,,,,1.0,3032.0,,,,
1238,186767,,,,1.0,3117.0,2 days 00:00:00.000000000,1.0,1949.0,2 days 00:00:00.000000000
1239,187033,,,,2.0,11958.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1240,187153,,,,1.0,5962.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1241,187505,,,,1.0,2599.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1242,187774,,,,1.0,2859.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1243,187982,,,,2.0,4639.0,2 days 00:00:00.000000000,1.0,1624.0,2 days 00:00:00.000000000
1244,188409,,,,2.0,7032.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1245,189022,,,,1.0,2014.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1246,189735,,,,3.0,10690.0,3 days 00:00:00.000000000,1.0,3050.0,3 days 00:00:00.000000000
1247,189815,,,,3.0,5804.0,,,,
1248,189926,,,,2.0,6888.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1249,190208,,,,1.0,2079.0,1 days 00:00:00.000000000,2.0,3833.0,1 days 00:00:00.000000000
1250,190372,,,,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1251,190525,,,,1.0,2339.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1252,190562,,,,1.0,2599.0,,,,
1253,191033,,,,1.0,3834.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1254,191118,,,,1.0,1754.0,,,,
1255,191386,,,,1.0,9551.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
1256,191615,,,,1.0,5264.0,,,,
1257,191653,,,,1.0,3379.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1258,192011,,,,1.0,2315.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1259,192056,,,,1.0,5066.0,,,,
1260,192119,,,,1.0,1819.0,1 days 00:00:00.000000000,1.0,2079.0,1 days 00:00:00.000000000
1261,192208,,,,1.0,2924.0,,,,
1262,192450,,,,1.0,5459.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1263,192914,,,,1.0,3249.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1264,193104,,,,1.0,5502.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1265,193154,,,,1.0,8771.0,,,,
1266,194653,,,,1.0,1869.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1267,194849,,,,1.0,9227.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1268,195179,,,,2.0,11044.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1269,195573,,,,1.0,2534.0,,,,
1270,195965,,,,1.0,1884.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1271,196554,,,,1.0,2859.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1272,196670,,,,1.0,3120.0,,,,
1273,196829,,,,1.0,8769.0,5 days 00:00:00.000000000,2.0,13965.0,5 days 00:00:00.000000000
1274,197147,,,,1.0,8991.0,,,,
1275,197333,,,,2.0,6230.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1276,197416,,,,1.0,2469.0,,,,
1277,197630,,,,1.0,2166.0,,,,
1278,197733,,,,2.0,3898.0,1 days 00:00:00.000000000,2.0,4288.0,1 days 00:00:00.000000000
1279,198706,,,,1.0,2079.0,,1.0,2274.0,
1280,199279,,,,1.0,6162.0,,,,
1281,199593,,,,2.0,8253.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
1282,199611,,,,1.0,2188.0,,,,
1283,199763,,,,1.0,2192.0,1 days 00:00:00.000000000,1.0,2652.0,1 days 00:00:00.000000000
1284,199981,,,,1.0,2599.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
1285,648,,,,,,,1.0,14815.0,
1286,714,,,,,,,1.0,2267.0,
1287,728,,,,,,,1.0,4677.0,
1288,834,,,,,,,1.0,3769.0,
1289,1775,,,,,,,1.0,2790.0,
1290,2057,,,,,,,1.0,4939.0,
1291,2133,,,,,,,1.0,2014.0,
1292,2261,,,,,,,1.0,2014.0,
1293,2263,,,,,,,1.0,3120.0,
1294,2577,,,,,,,1.0,2101.0,
1295,2583,,,,,,,1.0,1819.0,
1296,2831,,,,,,,1.0,2236.0,
1297,2861,,,,,,,1.0,4484.0,
1298,3176,,,,,,,1.0,3188.0,
1299,3177,,,,,,,1.0,2050.0,
1300,3231,,,,,,,1.0,2079.0,
1301,3427,,,,,,,2.0,4583.0,
1302,4328,,,,,,,1.0,2014.0,
1303,4377,,,,,,,1.0,3588.0,
1304,5494,,,,,,,1.0,1754.0,
1305,5868,,,,,,,1.0,1819.0,
1306,6268,,,,,,,1.0,1949.0,
1307,6636,,,,,,,1.0,1704.0,
1308,6963,,,,,,,1.0,3509.0,
1309,7519,,,,,,,2.0,10140.0,
1310,8656,,,,,,,3.0,8057.0,
1311,9298,,,,,,,1.0,2859.0,
1312,9354,,,,,,,1.0,5977.0,
1313,9386,,,,,,,1.0,2014.0,
1314,9634,,,,,,,1.0,2209.0,
1315,9732,,,,,,,1.0,8317.0,
1316,10015,,,,,,,3.0,14424.0,
1317,10067,,,,,,,1.0,2144.0,
1318,10444,,,,,,,1.0,3184.0,
1319,11069,,,,,,,2.0,6043.0,
1320,11199,,,,,,,1.0,2083.0,
1321,11665,,,,,,,1.0,1884.0,
1322,11800,,,,,,,1.0,1949.0,
1323,11931,,,,,,,1.0,1899.0,
1324,11989,,,,,,,1.0,2924.0,
1325,12340,,,,,,,2.0,11239.0,
1326,12354,,,,,,,1.0,3184.0,
1327,13138,,,,,,,1.0,1949.0,
1328,13846,,,,,,,1.0,2729.0,
1329,13982,,,,,,,1.0,2664.0,
1330,14876,,,,,,,1.0,2590.0,
1331,14942,,,,,,,1.0,10395.0,
1332,15169,,,,,,,4.0,25172.0,
1333,15841,,,,,,,1.0,3767.0,
1334,15976,,,,,,,1.0,2460.0,
1335,16238,,,,,,,1.0,5197.0,
1336,17049,,,,,,,1.0,2924.0,
1337,17715,,,,,,,1.0,3120.0,
1338,17865,,,,,,,1.0,3444.0,
1339,18465,,,,,,,1.0,2469.0,
1340,18521,,,,,,,1.0,2274.0,
1341,18586,,,,,,,1.0,7176.0,
1342,18625,,,,,,,1.0,4521.0,
1343,19221,,,,,,,1.0,2209.0,
1344,19246,,,,,,,1.0,45360.0,
1345,19274,,,,,,,1.0,10979.0,
1346,19363,,,,,,,1.0,2599.0,
1347,19960,,,,,,,1.0,5004.0,
1348,19988,,,,,,,1.0,1477.0,
1349,20387,,,,,,,1.0,9617.0,
1350,20992,,,,,,,1.0,2079.0,
1351,21072,,,,,,,1.0,1970.0,
1352,21196,,,,,,,2.0,4399.0,
1353,21651,,,,,,,1.0,7145.0,
1354,21661,,,,,,,1.0,2766.0,
1355,21954,,,,,,,1.0,1993.0,
1356,22380,,,,,,,1.0,2404.0,
1357,22534,,,,,,,3.0,15614.0,
1358,23899,,,,,,,1.0,2274.0,
1359,25162,,,,,,,1.0,3509.0,
1360,25797,,,,,,,1.0,4677.0,
1361,25889,,,,,,,1.0,2924.0,
1362,26893,,,,,,,1.0,1559.0,
1363,28245,,,,,,,1.0,14555.0,
1364,28412,,,,,,,1.0,2014.0,
1365,28523,,,,,,,1.0,2274.0,
1366,29269,,,,,,,3.0,6530.0,
1367,29704,,,,,,,1.0,1754.0,
1368,30578,,,,,,,1.0,1868.0,
1369,30752,,,,,,,1.0,2534.0,
1370,30923,,,,,,,1.0,21700.0,
1371,31994,,,,,,,2.0,11174.0,
1372,32718,,,,,,,1.0,1689.0,
1373,33092,,,,,,,1.0,2729.0,
1374,33838,,,,,,,2.0,7798.0,
1375,34066,,,,,,,1.0,2100.0,
1376,35093,,,,,,,1.0,7344.0,
1377,35242,,,,,,,1.0,1754.0,
1378,36632,,,,,,,1.0,3812.0,
1379,36923,,,,,,,2.0,6173.0,
1380,37146,,,,,,,1.0,5048.0,
1381,39047,,,,,,,2.0,6368.0,
1382,39669,,,,,,,1.0,16634.0,
1383,39801,,,,,,,1.0,1884.0,
1384,39916,,,,,,,2.0,3664.0,
1385,40124,,,,,,,1.0,2461.0,
1386,40129,,,,,,,1.0,1949.0,
1387,41098,,,,,,,1.0,2014.0,
1388,41279,,,,,,,1.0,3509.0,
1389,41757,,,,,,,1.0,3509.0,
1390,42484,,,,,,,1.0,1949.0,
1391,43285,,,,,,,1.0,2339.0,
1392,43432,,,,,,,1.0,5590.0,
1393,44138,,,,,,,1.0,2209.0,
1394,46174,,,,,,,1.0,2794.0,
1395,46975,,,,,,,1.0,2106.0,
1396,47195,,,,,,,3.0,5631.0,
1397,47251,,,,,,,2.0,8518.0,
1398,47628,,,,,,,2.0,4299.0,
1399,47827,,,,,,,1.0,2491.0,
1400,48070,,,,,,,1.0,2729.0,
1401,48663,,,,,,,1.0,3055.0,
1402,48864,,,,,,,1.0,37166.0,
1403,49071,,,,,,,2.0,31192.0,
1404,50932,,,,,,,1.0,15486.0,
1405,51009,,,,,,,1.0,5837.0,
1406,51037,,,,,,,1.0,1429.0,
1407,51469,,,,,,,1.0,2859.0,
1408,52281,,,,,,,3.0,9353.0,
1409,52458,,,,,,,1.0,11166.0,
1410,52795,,,,,,,1.0,3509.0,
1411,53047,,,,,,,1.0,1624.0,
1412,53257,,,,,,,1.0,2469.0,
1413,53581,,,,,,,1.0,2924.0,
1414,54699,,,,,,,1.0,1715.0,
1415,54842,,,,,,,2.0,44314.0,
1416,55188,,,,,,,1.0,3769.0,
1417,55389,,,,,,,1.0,2285.0,
1418,55490,,,,,,,1.0,6236.0,
1419,55529,,,,,,,2.0,13774.0,
1420,55660,,,,,,,1.0,1689.0,
1421,55794,,,,,,,1.0,1364.0,
1422,56281,,,,,,,1.0,21509.0,
1423,56905,,,,,,,4.0,10979.0,
1424,57210,,,,,,,1.0,3314.0,
1425,57569,,,,,,,1.0,9122.0,
1426,57736,,,,,,,3.0,20320.0,
1427,57757,,,,,,,1.0,8966.0,
1428,57835,,,,,,,1.0,6427.0,
1429,58198,,,,,,,4.0,34172.0,
1430,58266,,,,,,,1.0,2339.0,
1431,58429,,,,,,,6.0,71357.0,
1432,59024,,,,,,,1.0,12220.0,
1433,59140,,,,,,,1.0,3769.0,
1434,59211,,,,,,,1.0,2209.0,
1435,59358,,,,,,,1.0,1949.0,
1436,59752,,,,,,,1.0,1689.0,
1437,60296,,,,,,,1.0,2859.0,
1438,60327,,,,,,,1.0,2209.0,
1439,60375,,,,,,,1.0,2469.0,
1440,60998,,,,,,,1.0,5728.0,
1441,61516,,,,,,,1.0,4126.0,
1442,62390,,,,,,,1.0,2924.0,
1443,62527,,,,,,,1.0,2989.0,
1444,62582,,,,,,,1.0,4937.0,
1445,62941,,,,,,,1.0,9355.0,
1446,63053,,,,,,,1.0,21631.0,
1447,63511,,,,,,,1.0,1912.0,
1448,63945,,,,,,,1.0,2200.0,
1449,63953,,,,,,,1.0,2989.0,
1450,64360,,,,,,,1.0,2664.0,
1451,64380,,,,,,,1.0,10719.0,
1452,64580,,,,,,,1.0,119629.0,
1453,64828,,,,,,,4.0,8912.0,
1454,65068,,,,,,,1.0,1624.0,
1455,66896,,,,,,,1.0,2144.0,
1456,66909,,,,,,,1.0,4389.0,
1457,67915,,,,,,,1.0,1912.0,
1458,69332,,,,,,,1.0,3767.0,
1459,69586,,,,,,,1.0,2006.0,
1460,69650,,,,,,,1.0,4091.0,
1461,69680,,,,,,,1.0,3964.0,
1462,70262,,,,,,,1.0,1169.0,
1463,70558,,,,,,,1.0,3184.0,
1464,70651,,,,,,,3.0,7992.0,
1465,71320,,,,,,,1.0,2534.0,
1466,71766,,,,,,,1.0,1624.0,
1467,72165,,,,,,,1.0,4224.0,
1468,73065,,,,,,,1.0,2209.0,
1469,73181,,,,,,,2.0,6626.0,
1470,73651,,,,,,,1.0,2274.0,
1471,73873,,,,,,,1.0,19492.0,
1472,74224,,,,,,,1.0,3964.0,
1473,75155,,,,,,,1.0,1494.0,
1474,75174,,,,,,,1.0,1299.0,
1475,76337,,,,,,,1.0,2599.0,
1476,76528,,,,,,,1.0,2794.0,
1477,76836,,,,,,,1.0,4347.0,
1478,76847,,,,,,,1.0,4157.0,
1479,76858,,,,,,,1.0,1819.0,
1480,76893,,,,,,,1.0,2274.0,
1481,79414,,,,,,,1.0,2014.0,
1482,81387,,,,,,,1.0,8385.0,
1483,82026,,,,,,,1.0,1949.0,
1484,82641,,,,,,,1.0,6497.0,
1485,82864,,,,,,,1.0,2773.0,
1486,83178,,,,,,,1.0,2534.0,
1487,83992,,,,,,,1.0,3739.0,
1488,84287,,,,,,,1.0,3189.0,
1489,85427,,,,,,,1.0,2599.0,
1490,85588,,,,,,,1.0,1594.0,
1491,86258,,,,,,,1.0,1754.0,
1492,86555,,,,,,,1.0,1885.0,
1493,86676,,,,,,,1.0,2209.0,
1494,86713,,,,,,,1.0,1594.0,
1495,87053,,,,,,,1.0,2751.0,
1496,88044,,,,,,,1.0,12217.0,
1497,88586,,,,,,,1.0,2274.0,
1498,88692,,,,,,,1.0,29887.0,
1499,88846,,,,,,,1.0,2924.0,
1500,88880,,,,,,,1.0,2404.0,
1501,88934,,,,,,,2.0,3378.0,
1502,89798,,,,,,,1.0,13190.0,
1503,90948,,,,,,,3.0,9552.0,
1504,91545,,,,,,,1.0,7796.0,
1505,91912,,,,,,,2.0,3649.0,
1506,91936,,,,,,,1.0,4354.0,
1507,92056,,,,,,,1.0,1906.0,
1508,92416,,,,,,,1.0,4224.0,
1509,92430,,,,,,,1.0,2274.0,
1510,92557,,,,,,,1.0,2924.0,
1511,93174,,,,,,,1.0,2181.0,
1512,93508,,,,,,,1.0,1624.0,
1513,94128,,,,,,,1.0,1819.0,
1514,94477,,,,,,,1.0,1819.0,
1515,95107,,,,,,,1.0,2664.0,
1516,96027,,,,,,,1.0,3247.0,
1517,96349,,,,,,,1.0,1559.0,
1518,96585,,,,,,,2.0,7926.0,
1519,97348,,,,,,,1.0,3524.0,
1520,97561,,,,,,,1.0,1661.0,
1521,98247,,,,,,,1.0,1871.0,
1522,98717,,,,,,,1.0,4217.0,
1523,98742,,,,,,,2.0,7278.0,
1524,98876,,,,,,,1.0,3249.0,
1525,99420,,,,,,,1.0,1794.0,
1526,99465,,,,,,,1.0,10135.0,
1527,99730,,,,,,,1.0,10847.0,
1528,99817,,,,,,,2.0,4562.0,
1529,100197,,,,,,,1.0,1884.0,
1530,100336,,,,,,,1.0,2795.0,
1531,100771,,,,,,,2.0,4688.0,
1532,100829,,,,,,,1.0,4287.0,
1533,100935,,,,,,,1.0,2209.0,
1534,101088,,,,,,,1.0,2274.0,
1535,101173,,,,,,,4.0,26305.0,
1536,102620,,,,,,,1.0,3374.0,
1537,103992,,,,,,,1.0,1819.0,
1538,104479,,,,,,,1.0,2313.0,
1539,105035,,,,,,,1.0,4807.0,
1540,105268,,,,,,,3.0,15636.0,
1541,106080,,,,,,,1.0,2014.0,
1542,106125,,,,,,,2.0,6044.0,
1543,106487,,,,,,,1.0,3899.0,
1544,106867,,,,,,,1.0,7535.0,
1545,107937,,,,,,,1.0,2404.0,
1546,108140,,,,,,,1.0,2209.0,
1547,109230,,,,,,,2.0,3508.0,
1548,109970,,,,,,,1.0,2079.0,
1549,110256,,,,,,,2.0,3375.0,
1550,110650,,,,,,,1.0,2079.0,
1551,111743,,,,,,,1.0,2014.0,
1552,111771,,,,,,,1.0,2469.0,
1553,112239,,,,,,,1.0,6739.0,
1554,112455,,,,,,,1.0,1754.0,
1555,113593,,,,,,,1.0,1819.0,
1556,113777,,,,,,,1.0,1798.0,
1557,115308,,,,,,,5.0,18253.0,
1558,115430,,,,,,,1.0,2891.0,
1559,115643,,,,,,,1.0,2794.0,
1560,116003,,,,,,,1.0,2469.0,
1561,116321,,,,,,,1.0,2079.0,
1562,116485,,,,,,,1.0,1950.0,
1563,116513,,,,,,,1.0,1386.0,
1564,116920,,,,,,,1.0,2179.0,
1565,117528,,,,,,,2.0,5280.0,
1566,118052,,,,,,,1.0,4612.0,
1567,118644,,,,,,,1.0,4612.0,
1568,118825,,,,,,,1.0,2924.0,
1569,118918,,,,,,,1.0,2144.0,
1570,119652,,,,,,,1.0,3444.0,
1571,119697,,,,,,,1.0,6399.0,
1572,121788,,,,,,,1.0,2664.0,
1573,122076,,,,,,,1.0,1494.0,
1574,122286,,,,,,,2.0,6108.0,
1575,122311,,,,,,,1.0,6041.0,
1576,122482,,,,,,,1.0,1689.0,
1577,122529,,,,,,,1.0,7796.0,
1578,122970,,,,,,,2.0,11374.0,
1579,123857,,,,,,,1.0,2794.0,
1580,123989,,,,,,,1.0,2144.0,
1581,124236,,,,,,,1.0,5067.0,
1582,124286,,,,,,,1.0,3184.0,
1583,124293,,,,,,,1.0,2561.0,
1584,124446,,,,,,,1.0,10137.0,
1585,125282,,,,,,,1.0,1743.0,
1586,126993,,,,,,,2.0,5588.0,
1587,127103,,,,,,,1.0,1884.0,
1588,127299,,,,,,,1.0,2599.0,
1589,127496,,,,,,,1.0,3008.0,
1590,128523,,,,,,,1.0,3388.0,
1591,128524,,,,,,,1.0,2079.0,
1592,128934,,,,,,,1.0,3897.0,
1593,129377,,,,,,,2.0,7731.0,
1594,129595,,,,,,,4.0,30951.0,
1595,130583,,,,,,,1.0,4029.0,
1596,130893,,,,,,,1.0,2664.0,
1597,132149,,,,,,,1.0,7374.0,
1598,132459,,,,,,,1.0,1712.0,
1599,132542,,,,,,,1.0,2392.0,
1600,132693,,,,,,,1.0,1741.0,
1601,133499,,,,,,,1.0,2404.0,
1602,133863,,,,,,,2.0,8708.0,
1603,134314,,,,,,,1.0,2404.0,
1604,134416,,,,,,,2.0,3870.0,
1605,134930,,,,,,,1.0,9237.0,
1606,135369,,,,,,,1.0,2274.0,
1607,136459,,,,,,,1.0,1733.0,
1608,136602,,,,,,,1.0,1689.0,
1609,137032,,,,,,,9.0,14682.0,
1610,137899,,,,,,,1.0,2209.0,
1611,139191,,,,,,,1.0,2014.0,
1612,139399,,,,,,,1.0,9677.0,
1613,139421,,,,,,,1.0,1494.0,
1614,139495,,,,,,,3.0,16575.0,
1615,139526,,,,,,,1.0,3444.0,
1616,140525,,,,,,,1.0,1754.0,
1617,141329,,,,,,,2.0,6322.0,
1618,141952,,,,,,,1.0,2209.0,
1619,142058,,,,,,,1.0,7017.0,
1620,142194,,,,,,,1.0,3119.0,
1621,142291,,,,,,,1.0,8252.0,
1622,142628,,,,,,,1.0,1559.0,
1623,142836,,,,,,,1.0,6174.0,
1624,143053,,,,,,,2.0,3947.0,
1625,143748,,,,,,,2.0,6265.0,
1626,143913,,,,,,,1.0,2859.0,
1627,144052,,,,,,,1.0,1949.0,
1628,144682,,,,,,,1.0,7927.0,
1629,145095,,,,,,,1.0,3812.0,
1630,145519,,,,,,,1.0,4937.0,
1631,145651,,,,,,,1.0,3588.0,
1632,146507,,,,,,,1.0,2924.0,
1633,147278,,,,,,,1.0,2469.0,
1634,147285,,,,,,,1.0,2289.0,
1635,147466,,,,,,,1.0,2014.0,
1636,147516,,,,,,,1.0,1871.0,
1637,149015,,,,,,,3.0,18951.0,
1638,149163,,,,,,,2.0,7405.0,
1639,149275,,,,,,,1.0,3769.0,
1640,149975,,,,,,,1.0,2192.0,
1641,150206,,,,,,,1.0,7145.0,
1642,150469,,,,,,,2.0,5913.0,
1643,151151,,,,,,,1.0,3897.0,
1644,152174,,,,,,,1.0,5195.0,
1645,153485,,,,,,,2.0,3798.0,
1646,153664,,,,,,,1.0,3444.0,
1647,153825,,,,,,,1.0,8577.0,
1648,154070,,,,,,,1.0,2469.0,
1649,154793,,,,,,,3.0,15275.0,
1650,155152,,,,,,,1.0,2274.0,
1651,156506,,,,,,,1.0,2144.0,
1652,158172,,,,,,,1.0,2228.0,
1653,158427,,,,,,,7.0,90325.0,
1654,159448,,,,,,,1.0,8860.0,
1655,159558,,,,,,,1.0,5585.0,
1656,160482,,,,,,,1.0,3314.0,
1657,161137,,,,,,,1.0,1386.0,
1658,161789,,,,,,,1.0,4159.0,
1659,161884,,,,,,,2.0,18129.0,
1660,161917,,,,,,,1.0,2491.0,
1661,162206,,,,,,,1.0,2534.0,
1662,162534,,,,,,,1.0,3119.0,
1663,162631,,,,,,,1.0,3366.0,
1664,163662,,,,,,,1.0,2599.0,
1665,163829,,,,,,,1.0,5299.0,
1666,163907,,,,,,,1.0,4419.0,
1667,165340,,,,,,,2.0,24348.0,
1668,166113,,,,,,,1.0,1819.0,
1669,167053,,,,,,,1.0,1819.0,
1670,167196,,,,,,,2.0,4000.0,
1671,167248,,,,,,,1.0,1754.0,
1672,168488,,,,,,,1.0,8707.0,
1673,168493,,,,,,,2.0,9748.0,
1674,168544,,,,,,,1.0,10884.0,
1675,168634,,,,,,,1.0,1962.0,
1676,169072,,,,,,,2.0,3768.0,
1677,170106,,,,,,,1.0,2924.0,
1678,170335,,,,,,,1.0,2989.0,
1679,170764,,,,,,,2.0,7608.0,
1680,171522,,,,,,,1.0,1624.0,
1681,172100,,,,,,,2.0,3963.0,
1682,172517,,,,,,,1.0,4354.0,
1683,172729,,,,,,,1.0,6367.0,
1684,173516,,,,,,,1.0,3379.0,
1685,173979,,,,,,,2.0,5033.0,
1686,175573,,,,,,,1.0,2079.0,
1687,175582,,,,,,,1.0,2365.0,
1688,175856,,,,,,,1.0,2794.0,
1689,175955,,,,,,,3.0,6974.0,
1690,177699,,,,,,,1.0,2081.0,
1691,179042,,,,,,,1.0,1884.0,
1692,179762,,,,,,,2.0,6496.0,
1693,179948,,,,,,,1.0,2404.0,
1694,182418,,,,,,,1.0,2274.0,
1695,182513,,,,,,,1.0,2132.0,
1696,183359,,,,,,,1.0,6757.0,
1697,183383,,,,,,,2.0,5848.0,
1698,183580,,,,,,,1.0,2014.0,
1699,184227,,,,,,,1.0,2274.0,
1700,184825,,,,,,,1.0,1754.0,
1701,185451,,,,,,,1.0,2166.0,
1702,185711,,,,,,,1.0,3249.0,
1703,186694,,,,,,,2.0,15410.0,
1704,186697,,,,,,,2.0,27096.0,
1705,186707,,,,,,,1.0,10721.0,
1706,187359,,,,,,,1.0,8055.0,
1707,187466,,,,,,,1.0,1997.0,
1708,188210,,,,,,,1.0,1386.0,
1709,188432,,,,,,,3.0,6237.0,
1710,188922,,,,,,,2.0,8836.0,
1711,189009,,,,,,,1.0,6889.0,
1712,189081,,,,,,,1.0,2722.0,
1713,189223,,,,,,,1.0,3964.0,
1714,189377,,,,,,,1.0,4549.0,
1715,189413,,,,,,,1.0,5067.0,
1716,190827,,,,,,,1.0,1624.0,
1717,191727,,,,,,,1.0,1859.0,
1718,191728,,,,,,,1.0,2339.0,
1719,193476,,,,,,,1.0,3403.0,
1720,193630,,,,,,,1.0,2079.0,
1721,193867,,,,,,,1.0,4159.0,
1722,194199,,,,,,,1.0,2469.0,
1723,194329,,,,,,,2.0,26415.0,
1724,194874,,,,,,,1.0,4937.0,
1725,195442,,,,,,,2.0,3314.0,
1726,195863,,,,,,,1.0,3769.0,
1727,197706,,,,,,,1.0,6239.0,
1728,198621,,,,,,,1.0,4614.0,
1729,198949,,,,,,,1.0,4159.0,
1730,199674,,,,,,,1.0,3020.0,
1731,199850,,,,,,,1.0,2144.0,
